@relation device-data-weka.filters.unsupervised.instance.Resample-S1-Z10.0

@attribute hour numeric
@attribute weekday numeric
@attribute running_days numeric
@attribute cpu numeric
@attribute memory numeric
@attribute storage numeric
@attribute cpu_temperature numeric
@attribute temperature numeric
@attribute humidity numeric
@attribute air_conditioner numeric
@attribute heater numeric
@attribute failure {0, 1}

@data
4,4,0,80,66,89,58.3,15.4,45.2,0,0,0
20,0,0,94,82,62,51.9,17.1,41.8,0,0,0
11,1,0,75,69,87,56.5,24,28,0,0,0
15,6,2,100,100,81,54.8,23,30,1,0,0
19,0,0,39,87,62,50.9,19.1,37.8,0,0,0
3,4,0,56,48,79,57.7,15.9,44.2,0,1,0
12,3,0,61,70,84,61.8,24.9,26.2,1,0,0
1,6,1,64,87,89,56.1,15.6,44.8,0,0,0
8,1,0,28,99,95,50.9,19.6,36.8,0,0,0
7,3,0,68,96,80,57.4,17,42,0,0,0
19,2,0,94,98,95,58.9,19.4,37.2,0,0,0
4,5,0,9,91,60,60.1,16.8,42.4,0,1,0
1,2,0,47,84,89,52.3,15.5,45,0,1,0
16,0,0,44,60,54,50.3,20.2,35.6,0,0,0
10,5,0,68,92,95,56.4,22,32,0,0,0
14,1,0,62,96,95,50.7,23.8,28.4,1,0,0
21,1,0,60,93,90,53,18.4,39.2,0,0,0
22,2,0,52,85,85,58.1,15.7,44.6,0,0,0
12,5,0,44,100,91,55.8,24.4,27.2,1,0,0
8,4,0,33,56,81,58,17.7,40.6,0,0,0
23,3,0,61,100,94,61.7,17.4,41.2,0,0,0
23,2,0,63,98,95,58.7,15.9,44.2,0,0,0
6,4,0,79,92,86,57.2,15.2,45.6,0,1,0
5,4,0,56,88,79,58.4,16.6,42.8,0,1,0
11,2,0,67,81,82,56.2,24.2,27.6,0,0,0
0,5,0,23,100,56,57.1,15,46,0,1,0
7,6,1,47,91,85,55.2,16.7,42.6,0,0,0
14,2,0,48,97,88,57.5,24,28,1,0,0
17,5,1,21,81,82,55.9,24.2,27.6,0,0,0
4,5,0,16,76,60,60,16.9,42.2,0,1,0
23,6,2,70,81,95,55.8,15,46,0,1,0
21,6,2,100,87,95,55.4,17,42,0,0,0
7,4,0,3,97,84,57.6,16.5,43,0,1,0
20,6,2,46,66,93,54.8,18.5,39,0,0,0
0,2,0,19,55,90,52.7,14.9,46.2,0,1,0
12,3,0,7,88,87,61.4,24.6,26.8,1,0,0
11,3,0,87,80,81,58.1,23.6,28.8,0,0,0
12,2,0,33,88,85,55.8,25,26,1,0,0
12,4,0,7,96,90,57.8,23.8,28.4,0,0,0
16,6,2,84,95,81,55,25,26,1,0,0
1,2,0,78,91,70,58,16.5,43,0,1,0
23,0,0,76,90,76,50.9,16,44,0,1,0
17,0,0,9,92,90,52.3,22.6,30.8,0,0,0
9,4,0,56,100,84,57.3,17.9,40.2,0,0,0
20,4,0,94,73,62,58.9,19.7,36.6,0,0,0
14,2,0,64,79,88,57.4,24,28,1,0,0
22,1,0,35,94,93,53.1,17.3,41.4,0,0,0
13,2,0,61,85,87,57.1,24.2,27.6,1,0,0
3,5,0,98,99,60,59.9,16.4,43.2,0,1,0
4,4,0,69,77,79,57.7,16.1,43.8,0,1,0
17,4,0,62,96,70,59.4,23.2,29.6,1,0,0
9,6,1,96,96,90,55.1,22.3,31.4,0,0,0
12,3,0,98,88,84,61.7,24.9,26.2,1,0,0
7,5,0,27,72,64,59.2,17.2,41.6,0,0,0
16,2,0,54,96,85,57.6,24.3,27.4,0,0,0
3,5,0,68,100,60,60.4,16.4,43.2,0,1,0
14,3,0,4,97,88,62,23.7,28.6,1,0,0
6,4,0,50,100,76,58.6,15.1,45.8,0,0,0
8,5,0,60,97,83,56.2,17.4,41.2,0,0,0
16,3,0,8,80,80,59.6,24.8,26.4,1,0,0
11,4,0,78,73,88,58.3,22.9,30.2,0,0,0
13,5,0,87,91,95,54.6,24.1,27.8,1,0,0
0,1,0,27,99,78,51,16.2,43.6,0,1,0
2,5,0,78,100,92,56,15.5,45,0,1,0
2,4,0,92,46,76,58,15.4,45.2,0,1,0
19,0,0,9,98,95,53.4,19.8,36.4,0,0,0
11,2,0,86,87,82,56.4,23.4,29.2,0,0,0
16,1,0,70,100,91,50.7,23.3,29.4,0,0,0
14,3,0,38,97,72,57,23.7,28.6,1,0,0
13,2,0,49,98,87,57.4,24.2,27.6,1,0,0
5,3,0,85,100,68,58.9,15.3,45.4,0,1,0
22,2,0,74,83,85,58.1,15.6,44.8,0,0,0
23,3,0,52,70,86,57.9,17.2,41.6,0,0,0
20,0,0,56,90,95,53,18.7,38.6,0,0,0
5,0,2,36,93,87,53.8,15,46,0,1,0
15,2,0,70,75,85,57.4,23.5,29,1,0,0
10,4,0,96,100,82,58,21,34,0,0,1
0,2,0,32,89,74,57.9,15.9,44.2,0,1,0
21,2,0,49,69,92,59.2,17.5,41,0,0,0
9,3,0,19,68,75,57.8,20.6,34.8,0,0,0
5,4,0,11,97,78,58.6,16.9,42.2,0,0,0
8,1,0,63,85,93,51.5,18.3,39.4,0,0,0
12,4,0,48,84,90,57.8,23.1,29.8,0,0,0
10,3,0,1,73,76,58.2,21.5,33,0,0,0
17,3,0,26,85,80,60.1,23.7,28.6,1,0,0
1,1,0,44,78,91,54.2,15.9,44.2,0,1,0
7,4,0,55,87,75,58.3,15.3,45.4,0,1,0
16,5,0,78,99,85,54.3,23.8,28.4,0,0,0
14,3,0,65,68,72,57.4,23.4,29.2,1,0,0
16,0,0,72,92,54,50,19.6,36.8,0,0,0
15,2,0,24,77,88,60,23.6,28.8,1,0,0
6,4,0,31,96,86,57.6,15.2,45.6,0,1,0
0,3,0,28,100,95,57.2,15.4,45.2,0,1,0
20,1,0,44,80,69,54.3,19.8,36.4,0,0,0
13,6,2,89,79,86,55.2,23.9,28.2,1,0,0
4,1,0,9,90,95,51.3,15.5,45,0,1,0
11,2,0,81,87,82,56.2,24,28,0,0,0
17,3,0,43,51,80,59.9,24.1,27.8,1,0,0
8,5,0,50,100,83,56.1,17.9,40.2,0,0,0
4,5,0,33,99,93,55.4,16.9,42.2,0,1,0
6,0,2,29,76,87,54.9,15.5,45,0,1,0
0,2,0,46,98,91,53.3,15.1,45.8,0,0,0
1,2,0,89,92,92,52.3,15.3,45.4,0,1,0
18,4,0,88,75,78,58.9,21.9,32.2,0,0,0
3,2,0,15,100,87,53.9,16.1,43.8,0,0,0
5,2,0,90,88,78,59.2,15.7,44.6,0,1,0
21,6,2,79,65,95,55.5,17,42,0,0,0
18,4,0,60,81,64,59.1,20.8,34.4,0,0,0
22,1,0,14,100,70,56,16.7,42.6,0,0,0
1,4,0,71,87,91,59.4,15.7,44.6,0,1,0
11,4,0,66,98,79,58.5,22.3,31.4,0,0,0
18,3,0,66,95,78,60,22.9,30.2,0,0,0
1,3,0,81,97,95,57.8,15.8,44.4,0,1,0
1,5,0,35,77,50,58.5,15.4,45.2,0,1,0
16,1,0,58,98,77,55.3,24.5,27,1,0,0
2,6,1,72,85,91,56.5,15,46,0,1,0
3,4,0,44,27,79,57.5,15.8,44.4,0,1,0
16,2,0,23,80,95,59.8,23.1,29.8,1,0,0
20,0,0,39,98,64,51.8,17.5,41,0,0,0
9,2,0,96,89,82,55.4,20.6,34.8,0,0,0
18,5,1,93,96,85,56.1,22.7,30.6,0,0,0
0,4,0,43,83,79,57.9,16.3,43.4,0,0,0
19,0,0,81,85,62,50.8,19.2,37.6,0,0,0
1,2,0,65,77,70,58.1,16.7,42.6,0,1,0
4,1,0,31,97,90,54.4,15,46,0,1,0
0,5,0,10,100,56,57.9,15.1,45.8,0,1,0
18,1,0,85,84,93,51.7,22.3,31.4,0,0,0
19,3,0,76,100,82,59.7,21.7,32.6,0,0,0
0,0,2,27,90,95,55.7,15,46,0,1,0
22,3,0,26,90,95,57.6,17.7,40.6,0,0,0
21,1,0,66,94,70,55.8,17.4,41.2,0,0,0
14,5,0,3,94,90,53.7,23.5,29,1,0,0
10,0,0,30,91,89,52.8,22.6,30.8,0,0,0
20,4,0,43,95,84,57.4,19.5,37,0,0,0
20,5,1,94,97,90,55.2,19.9,36.2,0,0,0
10,5,0,36,96,95,56.3,23.6,28.8,0,0,0
7,2,0,50,30,89,60.6,18.1,39.8,0,0,0
23,0,0,55,96,75,51.3,15.6,44.8,0,1,0
4,4,0,17,100,77,57.8,16.3,43.4,0,1,0
3,3,0,14,99,93,58.1,16.7,42.6,0,1,0
11,4,0,54,67,88,58.6,22.4,31.2,0,0,0
2,5,0,12,77,95,55.9,15.8,44.4,0,1,0
1,4,0,33,33,76,58,15.1,45.8,0,1,0
12,5,0,67,97,95,55,24.2,27.6,1,0,0
11,3,0,47,80,81,57.3,25,26,1,0,0
8,2,0,97,79,80,56,19.7,36.6,0,0,0
3,3,0,84,91,86,59,16.5,43,0,0,0
8,4,0,21,57,81,58,17.7,40.6,0,0,0
6,2,0,48,88,90,54.8,15.8,44.4,0,1,0
2,2,0,7,94,87,52.4,16.7,42.6,0,1,0
8,3,0,87,94,72,60.4,19,38,0,0,0
0,5,0,60,50,88,56.3,14.9,46.2,0,1,0
2,1,0,49,97,91,54.1,16.2,43.6,0,1,0
21,3,0,96,76,95,61.5,19.3,37.4,0,0,0
5,2,0,29,94,90,54.8,15.4,45.2,0,1,0
12,4,0,19,80,90,58.1,23.1,29.8,0,0,0
4,2,0,91,86,73,59.1,15.2,45.6,0,1,0
4,1,0,14,90,95,51.3,15.5,45,0,1,0
17,4,0,74,97,76,57.2,22.5,31,0,0,0
8,4,0,33,56,81,58.1,17.7,40.6,0,0,0
6,4,0,79,73,86,57.4,15.2,45.6,0,1,0
6,4,0,39,96,77,58.6,15.5,45,0,0,0
12,1,0,1,78,94,56.7,24.5,27,1,0,0
1,1,0,51,100,91,54.3,16,44,0,1,0
13,4,0,59,88,72,57.7,24.6,26.8,0,0,0
15,2,0,4,84,88,60,23.6,28.8,1,0,0
18,2,0,95,88,90,57.5,21.9,32.2,0,0,0
10,2,0,100,100,80,56.7,22,32,0,0,1
15,3,0,73,92,85,61.7,23.4,29.2,1,0,0
6,3,0,68,89,66,59.6,15.5,45,0,1,0
2,3,0,54,93,95,58.2,16.1,43.8,0,1,0
12,2,0,37,95,85,55.6,24.8,26.4,0,0,0
9,5,0,59,100,93,56.9,20.7,34.6,0,0,0
14,0,0,41,90,81,52.2,23.9,28.2,1,0,0
21,6,2,95,69,95,55.4,16.9,42.2,0,0,0
15,5,0,67,96,88,53.6,23,30,1,0,0
17,1,0,86,83,90,51.5,24,28,0,0,0
9,1,0,72,98,95,56.1,20.5,35,0,0,0
14,5,0,22,100,90,54,23.5,29,1,0,0
20,1,0,53,74,94,52.9,19.2,37.6,0,0,0
5,3,0,53,82,71,58.7,15,46,0,1,0
20,1,0,58,100,95,52.5,19.6,36.8,0,0,0
13,6,2,5,98,85,54.4,24.1,27.8,1,0,0
17,3,0,10,95,89,60.9,24.9,26.2,0,0,0
4,3,0,67,95,95,58,15.7,44.6,0,0,0
3,5,0,86,100,52,59.9,16.1,43.8,0,1,0
17,4,0,100,95,82,57.6,23,30,1,0,0
2,1,0,37,92,91,54,16.1,43.8,0,1,0
20,2,0,24,95,95,59.3,18.6,38.8,0,0,0
12,5,0,79,74,78,58.1,25,26,1,0,0
3,3,0,74,89,86,58.6,16.2,43.6,0,0,0
5,6,1,20,51,85,56.4,16.6,42.8,0,1,0
15,0,0,18,88,87,52,23.6,28.8,1,0,0
12,4,0,41,100,76,58.4,23.6,28.8,0,0,0
18,2,0,92,94,92,59.9,21.8,32.4,0,0,0
1,1,0,46,97,91,54.1,15.8,44.4,0,1,0
14,5,0,62,95,88,53.7,23.3,29.4,1,0,0
0,0,2,82,82,95,55.1,15.2,45.6,0,1,0
13,4,0,57,91,90,58.5,24.7,26.6,1,0,0
10,2,0,84,96,80,56.9,22.5,31,0,0,0
18,0,0,11,80,92,53.2,20.8,34.4,0,0,0
15,6,2,20,94,81,54.3,23,30,1,0,0
1,0,2,62,83,95,54.7,16.1,43.8,0,1,0
12,6,1,88,91,85,54.4,24.7,26.6,1,0,0
16,4,0,28,100,70,59.3,23.5,29,1,0,0
20,6,2,86,100,95,54.7,19.3,37.4,0,0,0
19,2,0,84,80,93,59.7,20.7,34.6,0,0,0
14,1,0,85,95,84,56.2,24,28,0,0,0
15,4,0,37,92,81,58.1,23.9,28.2,1,0,0
9,0,0,25,97,87,53.8,20.6,34.8,0,0,0
10,1,0,70,85,95,56.5,21.9,32.2,0,0,0
20,5,1,16,96,93,55.8,20.9,34.2,0,0,0
3,4,0,13,73,93,59.1,16.8,42.4,0,1,0
4,1,0,9,44,92,54.7,15.8,44.4,0,0,0
8,6,1,52,80,81,55.3,18.6,38.8,0,0,0
3,3,0,28,97,92,57.8,16.7,42.6,0,1,0
12,5,0,14,90,93,56.6,24.7,26.6,1,0,0
2,2,0,22,83,87,52.1,16.4,43.2,0,1,0
3,5,0,65,100,95,56.2,16.3,43.4,0,1,0
6,6,1,25,79,86,55.9,16,44,0,0,0
22,3,0,24,87,93,57.6,17.7,40.6,0,0,0
13,4,0,23,95,72,57.9,25,26,1,0,0
11,2,0,51,93,82,59.8,23.7,28.6,0,0,0
12,5,1,11,100,86,57.2,24.9,26.2,1,0,0
9,1,0,44,100,92,50.6,20,36,0,0,0
11,4,0,65,96,79,58.5,22.3,31.4,0,0,0
12,2,0,32,56,87,59.2,24.6,26.8,1,0,0
17,2,0,28,85,87,56.9,24.3,27.4,1,0,0
8,3,0,17,96,72,60.4,19,38,0,0,0
21,0,0,96,80,95,54,15.8,44.4,0,0,0
6,5,0,77,85,93,55.6,15.8,44.4,0,0,0
21,1,0,1,94,90,53,18.4,39.2,0,0,0
11,1,0,95,64,92,56.6,24.7,26.6,1,0,0
3,3,0,21,100,87,59.5,16.6,42.8,0,0,0
21,3,0,43,77,92,58.2,18.8,38.4,0,0,0
10,3,0,100,88,74,61.3,22.9,30.2,0,0,0
7,1,0,88,100,92,54.3,16.7,42.6,0,1,0
20,1,0,51,83,94,52.9,19.2,37.6,0,0,0
0,2,0,36,58,70,58.4,15.9,44.2,0,1,0
15,4,0,99,80,76,57.8,24,28,1,0,0
12,0,0,37,98,76,52,24.6,26.8,1,0,0
0,1,0,71,83,92,54,15.4,45.2,0,1,0
17,4,0,50,96,70,59.5,23.2,29.6,1,0,0
18,3,0,54,93,82,59.8,22.1,31.8,0,0,0
8,5,0,75,88,85,56.6,18.8,38.4,0,0,0
3,3,0,33,92,93,58,16.7,42.6,0,1,0
14,3,0,71,100,72,57,23.9,28.2,1,0,0
1,2,0,28,96,90,52.8,15.1,45.8,0,1,0
20,1,0,22,65,70,54.2,18.6,38.8,0,0,0
10,4,0,30,87,87,58.2,20,36,0,0,0
17,4,0,46,89,78,57.9,23.1,29.8,1,0,0
20,0,0,21,85,68,51.2,18.3,39.4,0,0,0
10,2,0,29,95,80,56.7,22.5,31,0,0,0
17,6,2,87,96,89,55,23,30,1,0,0
2,1,0,88,84,95,51.2,16.6,42.8,0,1,0
9,5,0,68,67,63,59.9,20,36,0,0,0
0,4,0,46,82,81,57.3,16.3,43.4,0,0,0
6,4,0,24,100,86,57.4,15.2,45.6,0,1,0
13,6,2,60,78,91,54.7,24.2,27.6,1,0,0
4,5,0,20,82,95,55.8,16.7,42.6,0,1,0
20,0,0,85,91,62,51.9,17.1,41.8,0,0,0
5,3,0,78,93,68,59,15.3,45.4,0,1,0
1,4,0,78,56,76,57.7,14.9,46.2,0,1,0
11,1,0,39,59,95,50.9,24.8,26.4,1,0,0
0,3,0,96,82,91,58.4,15.1,45.8,0,1,0
8,5,0,24,43,64,59.4,18.3,39.4,0,0,0
18,2,0,45,90,90,57.5,23.4,29.2,1,0,0
18,4,0,78,92,73,58.8,20.8,34.4,0,0,0
0,0,2,93,77,95,54.8,15.3,45.4,0,1,0
19,3,0,51,86,88,61.5,22.4,31.2,0,0,0
17,5,1,29,88,83,55.8,24.3,27.4,0,0,0
20,3,0,100,93,95,58.8,19.1,37.8,0,0,0
22,2,0,20,89,95,57.1,17.6,40.8,0,0,0
17,1,0,81,96,89,51.1,24.6,26.8,0,0,0
2,1,0,96,98,93,51.4,16.5,43,0,1,0
3,4,0,44,33,79,57.7,15.9,44.2,0,1,0
12,1,0,75,63,95,50.7,24.8,26.4,1,0,0
8,5,0,8,44,64,59.5,18.2,39.6,0,0,0
9,6,1,100,90,90,54.9,21.4,33.2,0,0,0
4,3,0,49,91,94,58.3,15.9,44.2,0,0,0
11,1,0,52,65,94,56.3,24.5,27,1,0,0
20,0,0,69,100,62,51.8,17.3,41.4,0,0,0
5,4,0,58,80,78,58.3,16.9,42.2,0,0,0
0,4,0,46,85,79,58,16.1,43.8,0,0,0
22,2,0,83,88,86,58,15.3,45.4,0,0,0
12,5,0,84,79,93,56.2,24.6,26.8,1,0,0
16,3,0,57,95,80,60,24.4,27.2,1,0,0
11,4,0,4,100,88,58.2,21.7,32.6,0,0,0
3,4,0,4,84,93,58.8,16.7,42.6,0,1,0
12,0,0,99,86,77,51.8,24.6,26.8,1,0,0
8,5,0,16,49,66,59.3,18.4,39.2,0,0,0
11,2,0,49,84,82,56.2,23.9,28.2,0,0,0
16,6,2,59,93,84,54.5,24.9,26.2,1,0,0
2,2,0,3,94,89,52.3,16.1,43.8,0,1,0
9,0,0,32,87,87,53.8,20.5,35,0,0,0
15,1,0,71,82,95,50.6,23.2,29.6,1,0,0
0,2,0,15,58,70,58.2,15.9,44.2,0,1,0
15,4,0,75,67,71,59,24.5,27,1,0,0
0,1,0,34,84,86,51.4,16.3,43.4,0,1,0
9,4,0,61,85,79,58.2,19.1,37.8,0,0,0
0,0,2,72,93,92,55.6,15.1,45.8,0,1,0
4,1,0,92,72,95,51,15.5,45,0,1,0
6,4,0,72,96,86,57.6,15.2,45.6,0,1,0
13,3,0,78,80,79,57.4,24.6,26.8,1,0,0
21,6,2,6,98,91,55.5,17.7,40.6,0,0,0
22,5,1,35,75,95,55.6,18.6,38.8,0,0,0
22,3,0,92,100,95,57.8,17.7,40.6,0,0,0
6,2,0,76,100,94,54.6,16.3,43.4,0,1,0
10,6,1,56,94,82,55.2,22.9,30.2,0,0,0
22,6,2,47,75,95,55.6,15.9,44.2,0,0,0
14,5,0,23,91,90,53.7,23.5,29,1,0,0
19,4,0,83,59,64,59.1,20.7,34.6,0,0,0
11,2,0,7,61,87,59.7,24.6,26.8,0,0,0
5,5,0,66,62,61,59.5,15.1,45.8,0,1,0
1,1,0,12,100,91,54.4,16,44,0,1,0
13,1,0,74,86,95,56.6,23.6,28.8,1,0,0
9,0,0,68,95,91,53.6,20.8,34.4,0,0,0
4,2,0,11,90,74,58.9,15.2,45.6,0,1,0
8,3,0,68,90,72,60.2,18.8,38.4,0,0,0
14,1,0,4,89,83,55.9,24.4,27.2,0,0,0
10,2,0,24,97,84,59.7,22,32,0,0,0
18,3,0,9,71,79,60,22.4,31.2,0,0,0
22,0,0,89,75,91,54.5,15,46,0,0,0
11,0,0,56,70,85,53.2,24.4,27.2,0,0,0
12,2,0,62,51,87,59.2,24.7,26.6,1,0,0
1,2,0,23,88,89,52.2,15.8,44.4,0,1,0
23,2,0,94,95,90,58.5,15.2,45.6,0,1,0
5,3,0,22,83,68,59.2,15.3,45.4,0,1,0
8,1,0,34,84,95,50.8,19.7,36.6,0,0,0
3,2,0,76,89,90,54.6,15.9,44.2,0,0,0
6,4,0,25,80,86,57.1,15,46,0,1,0
15,3,0,98,94,85,61.8,23.4,29.2,1,0,1
1,3,0,71,90,95,57.5,15.7,44.6,0,1,0
2,3,0,48,92,87,59.5,16.8,42.4,0,1,0
5,4,0,74,97,89,58,14.9,46.2,0,1,0
13,6,2,31,74,93,55.2,24.2,27.6,1,0,0
10,2,0,66,93,86,59.7,23,30,0,0,0
6,3,0,43,100,83,57.9,15.7,44.6,0,1,0
13,4,0,76,88,72,58,24,28,0,0,0
6,5,0,44,75,58,58.9,16,44,0,1,0
16,4,0,57,96,80,57.7,23.8,28.4,1,0,0
18,1,0,92,95,90,52.2,23.4,29.2,0,0,0
14,3,0,12,98,72,57,23.9,28.2,1,0,0
14,5,1,15,89,91,55.9,24.1,27.8,1,0,0
13,1,0,55,100,95,56.1,23.6,28.8,1,0,0
0,5,0,24,100,91,56.3,14.9,46.2,0,1,0
22,4,0,80,98,82,56.8,18.3,39.4,0,0,0
8,3,0,75,85,71,60.3,19.6,36.8,0,0,0
21,4,0,94,71,82,57,19,38,0,0,0
23,1,0,74,91,95,53.1,15.5,45,0,0,0
19,1,0,92,100,94,51.6,20.7,34.6,0,0,0
0,3,0,40,68,92,57.9,15.4,45.2,0,1,0
3,5,0,68,81,56,60.2,16.1,43.8,0,1,0
10,3,0,34,100,81,58.5,22.8,30.4,0,0,0
8,5,0,8,64,66,59.3,18.7,38.6,0,0,0
11,1,0,100,87,87,56.3,23.3,29.4,0,0,0
9,0,0,55,97,87,53.5,20.8,34.4,0,0,0
6,1,0,29,100,93,54.9,15.8,44.4,0,1,0
7,4,0,38,61,87,57.8,16.4,43.2,0,1,0
12,1,0,5,67,95,56.1,24.2,27.6,1,0,0
5,0,2,44,91,87,54.2,15,46,0,1,0
16,3,0,50,83,84,61.5,23.4,29.2,0,0,0
0,0,2,31,81,92,55.3,15.1,45.8,0,1,0
2,5,0,36,83,91,56,15.3,45.4,0,1,0
13,4,0,39,98,83,57.5,24.5,27,1,0,0
14,2,0,57,98,84,60.4,24.4,27.2,1,0,0
23,3,0,12,97,94,61.5,17.4,41.2,0,0,0
9,4,0,54,100,88,57.8,18.7,38.6,0,0,0
19,3,0,43,86,88,61.3,22.5,31,0,0,0
10,0,0,80,93,89,52.8,22.5,31,0,0,0
19,2,0,2,85,95,59,19.3,37.4,0,0,0
6,0,2,24,93,87,54.3,15.3,45.4,0,1,0
20,2,0,37,78,95,59.1,18.3,39.4,0,0,0
16,5,1,90,75,82,56.5,24.1,27.8,0,0,0
21,1,0,25,60,70,55.3,17.5,41,0,0,0
15,2,0,93,88,87,60.8,24.2,27.6,1,0,0
2,4,0,6,25,76,58.3,15.2,45.6,0,1,0
11,4,0,28,99,79,58.8,22.5,31,0,0,0
6,5,0,99,99,90,56.3,15,46,0,1,0
20,0,0,81,81,95,53.5,17.8,40.4,0,0,0
15,1,0,66,79,82,54.7,24.9,26.2,1,0,0
19,1,0,27,97,74,54.7,20.4,35.2,0,0,0
6,5,0,28,74,66,58.7,16,44,0,1,0
12,2,0,6,69,87,59.3,24.9,26.2,0,0,0
19,1,0,66,89,94,51.9,21.6,32.8,0,0,0
13,2,0,84,31,85,59.2,24.6,26.8,1,0,0
18,5,1,4,94,87,55.8,22.7,30.6,0,0,0
14,0,0,54,64,85,51.9,24.1,27.8,1,0,0
4,5,0,66,79,61,60.3,16.5,43,0,0,0
16,3,0,51,97,90,60.9,24.5,27,0,0,0
16,4,0,56,86,67,59.2,23.6,28.8,1,0,0
15,2,0,73,73,88,59.9,23.5,29,1,0,0
12,6,1,3,100,85,54.3,24.5,27,1,0,0
1,2,0,55,99,92,52.7,15.3,45.4,0,1,0
17,3,0,38,51,88,60.4,24.5,27,0,0,0
19,4,0,8,100,74,57.2,20.3,35.4,0,0,0
7,3,0,2,97,80,57.2,16.9,42.2,0,1,0
10,6,1,43,97,84,55.8,23.3,29.4,0,0,0
11,4,0,84,99,79,58.2,21.8,32.4,0,0,0
12,6,1,4,92,85,54.6,24.7,26.6,1,0,0
4,1,0,40,97,90,54.5,15.1,45.8,0,1,0
11,5,0,37,100,95,56.6,25,26,1,0,0
2,0,2,27,99,95,54.7,16.3,43.4,0,1,0
10,3,0,13,100,81,58.4,22.9,30.2,0,0,0
14,4,0,42,98,86,57.6,24.4,27.2,1,0,0
1,3,0,17,58,95,57.2,15.6,44.8,0,1,0
13,3,0,100,85,79,57.3,24.3,27.4,1,0,0
6,4,0,59,93,86,57.4,15.2,45.6,0,1,0
8,4,0,42,100,77,57.9,18.1,39.8,0,0,0
0,5,0,67,86,56,57.5,15,46,0,1,0
14,6,2,10,96,88,55.5,23.7,28.6,1,0,0
8,1,0,92,92,95,51.5,18.6,38.8,0,0,0
7,2,0,13,52,90,60.6,17.6,40.8,0,0,0
6,6,1,5,57,85,56.4,17,42,0,0,0
8,5,0,15,79,64,59.7,18.1,39.8,0,0,0
12,6,2,79,86,89,55,24.3,27.4,1,0,0
12,3,0,31,92,84,61.5,24.8,26.4,1,0,0
10,5,0,41,94,95,56.4,23.6,28.8,0,0,0
22,1,0,83,100,93,53.3,17.3,41.4,0,0,0
11,4,0,86,68,80,58.3,21.4,33.2,0,0,0
12,5,0,96,100,93,55.8,24.5,27,1,0,0
16,4,0,52,75,67,59.2,24,28,1,0,0
19,2,0,58,82,93,59.5,20.9,34.2,0,0,0
13,1,0,69,100,95,50.4,24.4,27.2,1,0,0
11,2,0,51,69,82,55.9,24.5,27,0,0,0
9,1,0,13,95,93,54.7,19,38,0,0,0
19,4,0,6,79,64,59,20.5,35,0,0,0
19,6,2,19,90,93,55,20.2,35.6,0,0,0
0,6,1,60,84,88,55.8,17.3,41.4,0,0,0
6,1,0,67,100,93,54.7,16.1,43.8,0,1,0
0,1,0,8,91,76,50.8,16,44,0,1,0
12,3,0,62,89,84,61.4,24.8,26.4,1,0,0
22,2,0,88,80,95,57.6,17,42,0,0,0
16,1,0,64,100,77,55.5,24.3,27.4,1,0,0
11,5,0,13,70,74,59,24.4,27.2,0,0,0
21,1,0,79,93,70,56.1,17.1,41.8,0,0,0
16,6,2,70,85,81,54.9,24.9,26.2,1,0,0
7,5,0,14,86,83,56,17.2,41.6,0,0,0
17,4,0,17,85,73,59.6,23.2,29.6,1,0,0
9,4,0,55,87,83,57.8,19.7,36.6,0,0,0
1,4,0,89,92,91,59.4,15.7,44.6,0,1,0
23,1,0,70,96,73,56.8,15.2,45.6,0,1,0
18,3,0,1,49,85,60.2,23.7,28.6,0,0,0
13,3,0,35,76,87,61.5,24.5,27,1,0,0
5,1,0,73,100,95,51.7,16.1,43.8,0,1,0
7,2,0,7,50,86,60.7,16.8,42.4,0,1,0
22,1,0,67,71,93,52.9,17.2,41.6,0,0,0
0,0,2,49,87,95,55.4,15.1,45.8,0,1,0
17,5,1,35,94,84,56.4,23.2,29.6,0,0,0
10,0,0,80,88,89,52.9,22.3,31.4,0,0,0
5,4,0,31,90,78,58.6,16.9,42.2,0,0,0
21,1,0,89,94,70,56.2,17.3,41.4,0,0,0
22,4,0,95,63,57,57.4,15.5,45,0,0,0
21,6,2,75,88,92,55.6,17.3,41.4,0,0,0
6,6,1,16,67,85,56.4,17,42,0,0,0
23,6,2,63,78,95,56.2,15.1,45.8,0,0,0
10,0,0,22,100,89,52.8,21.8,32.4,0,0,0
5,3,0,90,79,93,58.2,15.6,44.8,0,1,0
15,3,0,37,97,85,61.8,23.5,29,1,0,0
12,4,0,7,100,90,57.9,23.9,28.2,0,0,0
9,2,0,35,82,85,60.2,20.4,35.2,0,0,0
22,4,0,68,100,57,57.6,16,44,0,0,0
5,4,0,61,89,78,58.2,17,42,0,0,0
19,1,0,72,97,74,54.5,20.6,34.8,0,0,0
23,0,0,52,84,75,51,15.7,44.6,0,1,0
2,3,0,33,81,87,59,16.7,42.6,0,1,0
9,3,0,15,73,75,57.8,20.6,34.8,0,0,0
5,1,0,84,89,95,51.7,16,44,0,1,0
12,3,0,24,94,81,57.9,24.9,26.2,1,0,0
5,4,0,53,88,79,58.4,16.7,42.6,0,1,0
19,6,2,67,92,88,54.9,21.5,33,0,0,0
10,4,0,69,100,82,58.2,21,34,0,0,0
6,3,0,96,85,68,59,15.5,45,0,1,0
23,3,0,3,100,94,61.6,17.4,41.2,0,0,0
2,4,0,70,100,95,59.5,16.1,43.8,0,1,0
